@RELATION test

@ATTRIBUTE max NUMERIC
@ATTRIBUTE min NUMERIC
@ATTRIBUTE range NUMERIC
@ATTRIBUTE distance NUMERIC
@ATTRIBUTE entropy NUMERIC
@ATTRIBUTE class {rest, flex}

@DATA
470, 88, 382, 4, 7.07878986081, flex
384, 88, 296, 4, 6.99833732506, flex
384, 42, 342, 3, 7.33362788459, flex
242, 42, 200, 2, 6.9829688729, flex
242, 61, 181, 2, 6.68356083686, flex
364, 61, 303, 3, 7.06263346075, flex
364, 67, 297, 3, 7.05115039913, flex
307, 67, 240, 3, 6.87213084912, flex
307, 45, 262, 3, 7.09552473485, flex
258, 45, 213, 2, 7.10645193451, flex
258, 53, 205, 2, 6.89682644669, flex
306, 53, 253, 3, 7.00949661068, flex
306, 87, 219, 3, 6.7217396725, flex
675, 87, 588, 5, 6.95761408719, flex
676, 111, 565, 5, 7.10433463446, flex
676, 111, 565, 5, 6.59605656645, flex
676, 114, 562, 3, 6.48544957832, flex
522, 114, 408, 3, 6.6166336372, flex
635, 129, 506, 6, 7.33071166078, flex
635, 88, 547, 5, 7.09356383487, flex
471, 88, 383, 3, 6.50732941122, flex
602, 101, 501, 5, 7.34147148452, flex
602, 97, 505, 4, 6.9996390369, flex
257, 97, 160, 2, 5.94602068119, flex
372, 104, 268, 4, 6.82911129912, flex
526, 177, 349, 7, 7.15863346075, flex
526, 107, 419, 4, 6.97718949915, flex
404, 107, 297, 3, 6.31772904955, flex
487, 126, 361, 5, 7.12214482298, flex
487, 77, 410, 4, 7.16792419673, flex
310, 77, 233, 2, 6.43720341943, flex
310, 19, 291, 3, 6.29024113098, flex
412, 19, 393, 2, 6.41847321694, flex
636, 98, 538, 5, 7.27600239677, flex
636, 19, 617, 3, 7.16802752293, flex
173, 19, 154, 1, 6.0259331291, flex
445, 19, 426, 4, 6.68900803709, flex
445, 18, 427, 5, 6.66754913748, flex
559, 18, 541, 4, 6.74754913748, flex
559, 24, 535, 4, 7.49166698461, flex
260, 17, 243, 1, 5.90409518828, flex
351, 17, 334, 2, 5.8046761764, flex
470, 122, 348, 4, 7.13267256076, flex
470, 53, 417, 4, 7.3591893227, flex
272, 53, 219, 2, 6.58291579903, flex
248, 46, 202, 2, 6.52807777525, flex
324, 46, 278, 2, 6.63556083686, flex
404, 60, 344, 3, 7.16188509671, flex
404, 76, 328, 3, 6.77149678714, flex
657, 53, 604, 5, 6.83085720788, flex
657, 53, 604, 5, 7.3303121989, flex
523, 66, 457, 4, 6.88201672353, flex
449, 66, 383, 4, 6.85676663381, flex
449, 34, 415, 2, 6.80129282535, flex
675, 31, 644, 4, 6.77757653342, flex
675, 31, 644, 8, 7.37543238451, flex
457, 63, 394, 4, 6.92394932289, flex
559, 57, 502, 4, 6.73065924722, flex
559, 57, 502, 5, 7.0587123211, flex
374, 38, 336, 2, 6.75147166098, flex
504, 38, 466, 4, 7.33439039893, flex
504, 29, 475, 4, 7.52522842271, flex
337, 29, 308, 3, 7.25005247263, flex
337, 41, 296, 4, 7.33911112266, flex
313, 41, 272, 2, 6.93271183723, flex
182, 49, 133, 1, 5.939742716, flex
